SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes,ATP,Oversold_Flag,Below_Safety_Stock_Flag,Reorder_Flag,Sellable_ATP,Sellable_Coverage_Days,Expired_Flag,Expiry_30_Days_Flag,Dead_Stock_Flag
SKU0498,Household Product 170,Household,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH7429,2025-08-26,2025-08-22,2028-02-22,14,45,11,0,0,0,3.65,89.0,12.33,45,19,7,16.15,16.75,726.85,2.43,3.0,76.13,FEFO,Low Stock,-1,2025-08-17,2.19,67.92,,34,0,0,1,34,9.32,0,0,0
SKU0499,Household Product 419,Household,A,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH7304,2025-08-09,2025-06-21,2027-12-31,31,215,41,54,2,0,17.55,656.0,12.25,32,14,1,13.15,13.79,2827.38,2.45,3.0,86.9,FEFO,In Stock,0,2025-08-09,6.02,95.46,,120,0,0,0,120,6.84,0,0,0
SKU0500,Fresh Product 236,Fresh Produce,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH8746,2025-03-23,2025-02-27,2025-03-29,170,498,34,51,1,1,34.77,1.314,14.32,214,75,4,0.35,0.34,175.45,2.09,15.0,82.38,FEFO,Expiring Soon,-2,2025-07-30,3.65,87.26,,413,0,0,0,413,11.88,1,0,0
SKU0501,Beverages Product 382,Beverages,C,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH8884,2025-08-09,2025-06-30,2028-01-09,31,71,61,10,1,0,27.12,812.0,2.62,127,46,3,3.98,3.98,282.82,11.46,13.0,82.2,FEFO,Low Stock,5,2025-08-15,-2.75,82.8,,0,0,1,1,0,0.0,0,0,0
SKU0502,Fresh Product 342,Fresh Produce,C,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH8113,2025-07-11,2025-06-21,2025-07-24,60,210,52,53,0,0,24.23,663.0,8.67,113,40,3,1.32,1.37,276.34,3.46,8.0,73.78,FIFO,Expiring Soon,-2,2025-08-19,9.01,65.44,,105,0,0,1,105,4.33,1,0,0
SKU0503,Pantry Product 203,Pantry,B,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH8786,2025-08-30,2025-07-17,2029-12-02,10,227,46,63,3,1,24.52,930.0,9.26,77,28,2,3.6,3.84,817.7,3.24,5.0,77.15,FIFO,In Stock,-1,2025-07-24,-7.68,88.96,,118,0,0,0,118,4.81,0,0,0
SKU0504,Meat Product 256,Meat,B,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH1979,2025-06-15,2025-05-24,2025-06-21,86,151,21,6,0,0,10.78,344.0,14.01,56,24,3,8.63,8.9,1302.69,2.14,6.0,81.62,FIFO,Expiring Soon,4,2025-06-12,9.62,65.52,,124,0,0,0,124,11.5,1,0,0
SKU0505,Fresh Product 250,Fresh Produce,C,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH6690,2025-04-20,2025-02-28,2025-05-03,142,75,17,9,1,1,8.34,288.0,8.99,44,19,3,1.64,1.78,123.37,3.34,3.0,75.49,FEFO,Expiring Soon,1,2025-08-16,-3.57,61.16,Fragile,49,0,0,0,49,5.88,1,0,0
SKU0506,Seafood Product 69,Seafood,A,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH5828,2025-05-08,2025-04-04,2025-05-18,124,190,83,67,4,0,29.33,845.0,6.48,50,21,1,14.15,14.44,2688.31,4.63,6.0,98.29,FEFO,Expiring Soon,-3,2025-08-16,1.95,67.69,,40,0,0,1,40,1.36,1,0,0
SKU0507,Pantry Product 166,Pantry,A,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH3627,2025-04-09,2025-04-05,2029-05-18,153,390,81,73,1,1,27.59,705.0,14.14,129,46,3,7.69,8.28,2997.27,2.12,11.0,92.91,FIFO,In Stock,-1,2025-07-14,3.43,60.71,,236,0,0,0,236,8.55,0,0,0
SKU0508,Meat Product 188,Meat,C,S008,PT Hygienic Supplies,WHJKT,Jakarta - Cengkareng,BATCH7210,2025-03-30,2025-02-12,2025-04-20,163,101,17,25,0,0,15.54,593.0,6.5,52,21,2,4.87,4.63,492.17,4.62,6.0,76.75,FIFO,Expiring Soon,1,2025-09-07,-1.41,64.89,,59,0,0,0,59,3.8,1,0,0
SKU0509,Bakery Product 318,Bakery,C,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH9830,2025-08-24,2025-07-03,2025-08-31,16,278,8,43,3,0,27.35,832.0,10.16,416,142,10,0.93,1.01,257.34,2.95,10.0,78.47,FEFO,Low Stock,1,2025-08-16,-9.23,80.9,,227,0,0,1,227,8.3,1,0,0
SKU0510,Frozen Product 283,Frozen,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH7714,2025-06-29,2025-05-19,2026-03-18,72,832,98,17,0,2,38.65,1.068,21.53,66,27,1,1.73,1.78,1441.44,1.39,15.0,78.29,FEFO,In Stock,-7,2025-08-26,-8.28,62.5,Seasonal SKU,717,0,0,0,717,18.55,0,0,0
SKU0511,Fresh Product 481,Fresh Produce,B,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH2753,2025-09-01,2025-08-01,2025-09-07,8,485,3,22,0,0,27.81,994.0,17.44,129,46,3,2.3,2.37,1116.71,1.72,8.0,73.77,FIFO,Expiring Soon,0,2025-08-28,3.89,63.04,Fragile,460,0,0,0,460,16.54,1,0,0
SKU0512,Pantry Product 270,Pantry,B,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH7002,2025-07-06,2025-06-22,2026-10-14,65,245,38,41,1,1,15.92,589.0,15.39,79,31,3,4.89,4.91,1198.64,1.95,3.0,87.97,FIFO,In Stock,4,2025-09-08,6.84,92.64,,166,0,0,0,166,10.43,0,0,0
SKU0513,Dairy Product 252,Dairy,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH6913,2025-03-30,2025-02-23,2025-04-07,163,142,127,15,2,3,43.86,1.686,3.24,204,72,3,1.68,1.61,238.52,9.27,17.0,84.18,FEFO,Low Stock,-1,2025-07-24,-4.88,62.13,,0,0,1,1,0,0.0,1,0,0
SKU0514,Fresh Product 316,Fresh Produce,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH2153,2025-08-30,2025-07-08,2025-09-13,10,242,45,23,0,1,23.21,835.0,10.43,357,125,10,0.31,0.29,74.17,2.88,10.0,81.49,FEFO,Low Stock,3,2025-08-31,-9.35,85.12,,174,0,0,1,174,7.5,0,1,0
SKU0515,Personal Product 50,Personal Care,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH4104,2025-04-26,2025-04-14,2028-06-23,136,70,4,11,2,1,4.81,170.0,14.55,37,18,4,10.47,11.79,732.58,2.06,2.0,87.59,FIFO,In Stock,-2,2025-06-29,-7.39,62.67,,55,0,0,0,55,11.43,0,0,0
SKU0516,Dairy Product 384,Dairy,B,S009,PT Beverage Nusantara,WHMDN,Medan - Deli Serdang,BATCH6864,2025-08-13,2025-07-01,2025-09-09,27,481,167,78,2,0,46.04,1.527,10.45,691,231,10,3.47,3.64,1671.09,2.87,16.0,98.33,FEFO,Low Stock,2,2025-06-12,-3.7,73.57,,236,0,0,1,236,5.13,0,1,0
SKU0517,Personal Product 86,Personal Care,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH6529,2025-05-30,2025-04-18,2029-03-28,102,239,56,29,0,0,22.0,475.0,10.86,464,156,14,6.57,5.99,1569.18,2.76,6.0,82.33,FIFO,Low Stock,2,2025-07-03,3.32,92.01,,154,0,1,1,154,7.0,0,0,0
SKU0518,Frozen Product 181,Frozen,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH7755,2025-06-18,2025-05-01,2026-03-20,83,85,4,4,0,1,6.52,173.0,13.04,141,50,14,1.6,1.54,135.95,2.3,3.0,92.11,FEFO,Low Stock,0,2025-07-30,-7.55,78.63,,77,0,0,1,77,11.81,0,0,0
SKU0519,Pantry Product 110,Pantry,A,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH8412,2025-07-06,2025-06-08,2028-07-12,65,288,25,17,0,2,26.11,799.0,11.03,80,28,2,8.23,8.88,2369.78,2.72,8.0,94.17,FEFO,In Stock,-4,2025-09-09,5.1,70.17,,246,0,0,0,246,9.42,0,0,0
SKU0520,Personal Product 306,Personal Care,A,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH1107,2025-08-06,2025-07-18,2028-04-15,34,141,4,6,2,1,8.91,305.0,15.82,136,47,10,24.9,23.07,3511.58,1.9,5.0,71.76,FIFO,In Stock,4,2025-08-13,5.38,77.88,,131,0,0,1,131,14.7,0,0,0
SKU0521,Fresh Product 421,Fresh Produce,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH3534,2025-05-02,2025-04-26,2025-05-13,130,98,16,33,4,2,10.4,383.0,9.42,17,7,1,2.48,2.64,243.46,3.18,5.0,80.95,FIFO,Expiring Soon,-3,2025-07-13,2.83,95.27,,49,0,0,0,49,4.71,1,0,0
SKU0522,Dairy Product 188,Dairy,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH5920,2025-07-12,2025-07-07,2025-07-27,59,52,10,1,1,2,4.04,103.0,12.87,48,20,7,2.83,3.16,147.13,2.33,3.0,73.43,FEFO,Expiring Soon,-6,2025-06-29,4.85,85.1,,41,0,0,1,41,10.15,1,0,0
SKU0523,Beverages Product 371,Beverages,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH2562,2025-07-27,2025-06-19,2029-04-21,44,60,24,21,1,0,10.26,224.0,5.85,33,12,2,1.79,1.72,107.69,5.13,4.0,84.71,FEFO,In Stock,1,2025-09-05,2.43,96.45,,15,0,0,1,15,1.46,0,0,0
SKU0524,Pantry Product 41,Pantry,C,S001,PT Segar Makmur,WHSBY,Surabaya - Sidoarjo,BATCH7824,2025-06-12,2025-04-14,2028-11-17,89,92,68,4,1,0,17.83,479.0,5.16,84,31,3,5.45,5.41,500.95,5.81,10.0,80.37,FIFO,In Stock,1,2025-08-11,-4.4,67.58,,20,0,1,1,20,1.12,0,0,0
SKU0525,Household Product 476,Household,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH9591,2025-08-27,2025-08-25,2028-05-12,13,143,8,29,3,1,12.83,478.0,11.15,41,15,2,1.73,1.65,246.83,2.69,3.0,81.32,FEFO,In Stock,2,2025-07-02,-2.21,94.79,,106,0,0,0,106,8.26,0,0,0
SKU0526,Seafood Product 358,Seafood,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH8300,2025-08-28,2025-07-11,2025-09-06,12,186,45,21,0,2,21.6,493.0,8.61,102,37,3,3.84,3.87,714.26,3.48,5.0,88.78,FIFO,Expiring Soon,2,2025-08-12,8.64,78.76,,120,0,0,0,120,5.56,1,0,0
SKU0527,Household Product 76,Household,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH1807,2025-08-19,2025-07-15,2029-04-19,21,93,16,6,1,0,6.67,161.0,13.94,36,16,3,8.18,8.31,760.81,2.15,3.0,80.36,FEFO,In Stock,0,2025-08-07,-4.41,76.18,Temperature controlled,71,0,0,0,71,10.64,0,0,0
SKU0528,Bakery Product 358,Bakery,B,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH4245,2025-05-09,2025-04-08,2025-05-15,123,1,145,110,0,2,60.1,1.628,16.94,99,39,1,1.76,1.76,1795.55,1.77,22.0,79.55,FEFO,Expiring Soon,0,2025-06-18,-9.32,69.53,,-254,1,1,1,0,0.0,1,0,0
SKU0529,Pantry Product 377,Pantry,A,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH5362,2025-07-09,2025-05-21,2026-12-02,62,435,58,59,1,0,26.56,984.0,16.38,87,34,2,9.66,8.8,4200.8,1.83,6.0,96.69,FEFO,In Stock,3,2025-07-30,-5.11,84.08,,318,0,0,0,318,11.97,0,0,0
SKU0530,Pantry Product 58,Pantry,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH4120,2025-06-08,2025-05-19,2028-05-21,93,61,19,17,0,1,7.49,173.0,8.14,28,13,2,7.28,6.95,444.32,3.68,1.0,98.15,FEFO,In Stock,-1,2025-06-25,-1.34,60.88,,25,0,0,1,25,3.34,0,0,0
SKU0531,Beverages Product 87,Beverages,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH3389,2025-05-19,2025-04-21,2029-11-15,113,0,0,0,2,2,71.43,1.691,0.0,326,112,3,1.31,1.39,0.0,2142.9,16.0,77.73,FIFO,Out of Stock,4,2025-08-11,5.44,89.11,,0,0,1,1,0,0.0,0,0,0
SKU0532,Bakery Product 388,Bakery,B,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH3419,2025-08-27,2025-07-03,2025-08-30,13,658,8,18,0,2,64.89,1.498,10.14,398,138,4,2.91,2.99,1915.44,2.96,28.0,91.37,FEFO,Expiring Soon,0,2025-09-08,4.38,76.64,,632,0,0,0,632,9.74,1,0,0
SKU0533,Household Product 157,Household,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH4424,2025-09-04,2025-07-19,2028-07-14,5,325,18,25,2,0,19.32,552.0,16.82,91,33,3,4.11,4.48,1336.63,1.78,11.0,75.88,FIFO,In Stock,0,2025-08-14,-2.56,97.29,,282,0,0,0,282,14.6,0,0,0
SKU0534,Beverages Product 281,Beverages,A,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH1301,2025-08-04,2025-07-11,2030-06-27,36,1,219,102,2,1,76.04,2.023,16.4,118,42,1,3.52,3.55,4387.44,1.83,25.0,73.74,FIFO,In Stock,-5,2025-08-08,9.62,97.64,,-320,1,1,1,0,0.0,0,0,0
SKU0535,Meat Product 405,Meat,B,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH1136,2025-08-27,2025-08-23,2025-09-15,13,171,22,17,2,0,12.23,443.0,13.98,133,47,7,9.2,10.23,1572.65,2.15,5.0,90.15,FEFO,Expiring Soon,1,2025-06-17,2.59,71.28,,132,0,0,1,132,10.79,0,1,0
SKU0536,Household Product 338,Household,B,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH7332,2025-09-05,2025-08-22,2028-04-26,4,72,13,8,1,0,12.3,260.0,5.85,61,24,3,11.82,13.09,851.05,5.12,7.0,97.45,FEFO,In Stock,2,2025-07-06,-2.7,78.06,,51,0,0,1,51,4.15,0,0,0
SKU0537,Fresh Product 162,Fresh Produce,B,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH4054,2025-04-26,2025-04-14,2025-04-30,136,742,11,76,0,2,63.94,2.294,11.6,296,104,3,2.26,2.43,1675.36,2.59,19.0,82.71,FEFO,Expiring Soon,-4,2025-06-30,-1.65,70.16,,655,0,0,0,655,10.24,1,0,0
SKU0538,Fresh Product 127,Fresh Produce,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH7445,2025-06-16,2025-04-30,2025-06-26,85,300,14,12,0,1,32.32,831.0,9.28,203,74,4,1.73,1.72,517.77,3.23,16.0,94.48,FIFO,Expiring Soon,0,2025-09-07,-4.41,84.51,,274,0,0,0,274,8.48,1,0,0
SKU0539,Seafood Product 321,Seafood,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH2015,2025-05-04,2025-03-25,2025-05-11,128,98,55,41,4,2,24.86,596.0,3.94,262,88,7,4.01,4.21,392.73,7.61,11.0,81.76,FEFO,Low Stock,0,2025-07-22,-2.22,75.3,,2,0,1,1,2,0.08,1,0,0
SKU0540,Household Product 16,Household,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH6599,2025-07-14,2025-05-18,2027-05-20,57,255,33,6,0,0,19.99,635.0,12.76,126,46,4,5.78,5.43,1473.72,2.35,9.0,76.38,FEFO,In Stock,3,2025-06-17,-3.21,92.48,Fragile,216,0,0,0,216,10.81,0,0,0
SKU0541,Pantry Product 348,Pantry,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH3502,2025-05-26,2025-04-29,2027-09-30,106,144,40,29,1,0,17.54,480.0,8.21,136,48,5,1.32,1.23,190.28,3.65,6.0,83.64,FEFO,In Stock,3,2025-06-24,5.66,84.52,,75,0,0,1,75,4.28,0,0,0
SKU0542,Pantry Product 106,Pantry,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH4314,2025-04-24,2025-02-28,2030-02-22,138,202,57,43,0,2,18.77,501.0,10.76,91,35,3,4.73,4.88,956.17,2.79,4.0,73.27,FIFO,In Stock,1,2025-08-01,-5.55,72.75,,102,0,0,0,102,5.43,0,0,0
SKU0543,Personal Product 466,Personal Care,B,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH3589,2025-08-03,2025-07-14,2030-04-07,37,158,29,24,1,0,15.25,572.0,10.36,117,41,5,8.79,8.54,1388.76,2.9,7.0,82.22,FIFO,In Stock,4,2025-06-30,5.63,85.83,,105,0,0,1,105,6.89,0,0,0
SKU0544,Beverages Product 95,Beverages,C,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH7783,2025-09-02,2025-08-07,2028-06-15,7,693,315,95,1,0,78.88,2.022,8.79,241,83,2,0.55,0.6,379.42,3.41,20.0,71.62,FEFO,In Stock,2,2025-07-15,-4.68,95.06,,283,0,0,0,283,3.59,0,0,0
SKU0545,Household Product 327,Household,A,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH3155,2025-07-23,2025-07-12,2027-02-26,48,219,38,30,0,1,17.93,505.0,12.21,198,72,7,14.21,14.08,3112.98,2.46,7.0,78.17,FIFO,In Stock,0,2025-06-23,-5.65,86.58,,151,0,0,1,151,8.42,0,0,0
SKU0546,Pantry Product 314,Pantry,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH1427,2025-07-12,2025-06-20,2027-10-27,59,49,36,13,2,0,14.05,519.0,3.49,148,50,7,7.12,6.63,348.97,8.6,6.0,84.78,FIFO,Low Stock,2,2025-06-13,6.45,60.92,,0,0,1,1,0,0.0,0,0,0
SKU0547,Dairy Product 434,Dairy,B,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH4014,2025-03-27,2025-02-01,2025-04-14,166,346,88,61,2,1,46.44,1.77,7.45,493,168,7,3.84,4.32,1329.92,4.03,15.0,75.08,FEFO,Low Stock,-3,2025-07-09,8.28,62.93,,197,0,0,1,197,4.24,1,0,0
SKU0548,Dairy Product 116,Dairy,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH7767,2025-09-06,2025-08-23,2025-09-21,3,262,64,47,0,0,35.99,969.0,7.28,275,95,5,1.17,1.33,306.72,4.12,11.0,92.78,FIFO,Low Stock,0,2025-08-14,-0.72,84.83,Fragile,151,0,0,1,151,4.2,0,1,0
SKU0549,Household Product 251,Household,B,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH7633,2025-07-08,2025-05-20,2028-11-29,63,49,0,3,0,0,5.96,146.0,8.22,29,11,3,18.6,18.51,911.21,3.65,3.0,77.93,FIFO,In Stock,0,2025-06-24,1.89,60.6,,46,0,0,0,46,7.72,0,0,0
SKU0550,Bakery Product 161,Bakery,C,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH9784,2025-04-16,2025-03-14,2025-04-22,146,195,25,24,2,0,12.02,414.0,16.22,130,46,7,2.78,2.9,542.53,1.85,3.0,79.05,FIFO,Expiring Soon,-1,2025-07-05,1.39,64.83,Fragile,146,0,0,0,146,12.15,1,0,0
SKU0551,Household Product 22,Household,B,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH1643,2025-04-25,2025-03-21,2028-07-13,137,128,33,27,3,0,9.54,300.0,13.42,32,13,2,9.77,10.23,1250.16,2.24,3.0,97.86,FEFO,In Stock,2,2025-07-05,-3.79,95.56,,68,0,0,0,68,7.13,0,0,0
SKU0552,Personal Product 98,Personal Care,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH5684,2025-05-31,2025-05-02,2028-02-13,101,30,6,2,0,0,2.79,70.0,10.75,23,9,5,13.08,11.94,392.31,2.79,1.0,73.76,FIFO,In Stock,6,2025-07-17,-9.8,97.5,,22,0,0,1,22,7.89,0,0,0
SKU0553,Personal Product 354,Personal Care,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH8400,2025-05-14,2025-05-09,2029-12-27,118,113,65,48,2,2,21.59,542.0,5.23,171,63,5,13.78,12.72,1556.62,5.73,12.0,89.68,FIFO,Low Stock,1,2025-08-17,4.64,76.08,,0,0,1,1,0,0.0,0,0,0
SKU0554,Personal Product 357,Personal Care,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH6299,2025-06-01,2025-05-04,2028-09-24,100,75,31,37,0,0,14.87,450.0,5.04,319,111,14,22.43,25.46,1682.07,5.95,9.0,80.02,FIFO,Low Stock,3,2025-08-18,-6.12,81.65,,7,0,1,1,7,0.47,0,0,0
SKU0555,Personal Product 459,Personal Care,B,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH6309,2025-08-17,2025-07-04,2028-01-11,23,48,7,10,2,1,4.95,127.0,9.7,82,32,10,23.42,25.41,1124.07,3.09,3.0,85.54,FIFO,Low Stock,2,2025-08-25,7.41,63.71,Fragile,31,0,1,1,31,6.26,0,0,0
SKU0556,Pantry Product 44,Pantry,B,S009,PT Beverage Nusantara,WHMDN,Medan - Deli Serdang,BATCH3619,2025-05-02,2025-04-08,2029-10-06,130,231,3,20,1,1,19.16,568.0,12.06,121,44,4,5.61,5.43,1296.44,2.49,10.0,77.11,FEFO,In Stock,4,2025-09-04,2.53,82.22,,208,0,0,0,208,10.86,0,0,0
SKU0557,Personal Product 290,Personal Care,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH1840,2025-08-03,2025-07-08,2027-08-04,37,162,35,41,0,0,22.27,587.0,7.27,37,15,1,4.12,3.71,667.07,4.12,6.0,78.73,FEFO,In Stock,-2,2025-08-01,4.36,81.29,,86,0,0,0,86,3.86,0,0,0
SKU0558,Personal Product 148,Personal Care,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH1057,2025-08-07,2025-06-29,2027-09-26,33,159,53,15,0,0,22.5,640.0,7.07,172,59,5,1.96,2.25,310.94,4.25,6.0,86.73,FEFO,Low Stock,5,2025-09-08,4.61,92.55,,91,0,0,1,91,4.04,0,0,0
SKU0559,Household Product 279,Household,C,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH4553,2025-05-06,2025-03-30,2027-09-05,126,81,47,17,2,1,14.95,499.0,5.42,53,23,2,5.24,5.49,424.14,5.54,8.0,77.71,FEFO,In Stock,4,2025-07-13,0.36,76.72,,17,0,1,1,17,1.14,0,0,0
SKU0560,Fresh Product 308,Fresh Produce,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH4401,2025-04-22,2025-04-19,2025-04-29,140,217,52,64,0,0,32.75,1.103,6.63,52,19,1,1.95,2.17,423.8,4.53,4.0,74.05,FIFO,Expiring Soon,-2,2025-08-22,6.9,73.69,Promotional item,101,0,0,0,101,3.08,1,0,0
SKU0561,Fresh Product 438,Fresh Produce,B,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH6424,2025-04-08,2025-02-09,2025-04-15,154,789,247,244,3,1,72.36,1.726,10.9,327,110,3,1.6,1.47,1259.32,2.75,24.0,83.8,FIFO,Expiring Soon,-3,2025-09-03,-3.58,92.7,High return rate,298,0,0,1,298,4.12,1,0,0
SKU0562,Dairy Product 146,Dairy,C,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH3906,2025-04-16,2025-03-18,2025-05-10,146,111,20,13,2,1,11.08,374.0,10.02,72,28,4,1.68,1.82,186.49,2.99,4.0,72.08,FEFO,Expiring Soon,-2,2025-09-05,-1.76,75.42,Promotional item,78,0,0,0,78,7.04,1,0,0
SKU0563,Seafood Product 460,Seafood,A,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH5797,2025-05-23,2025-04-23,2025-05-27,109,393,79,79,0,1,26.88,867.0,14.62,41,14,1,9.03,8.87,3549.81,2.05,9.0,92.1,FIFO,Expiring Soon,0,2025-08-25,7.72,62.76,,235,0,0,0,235,8.74,1,0,0
SKU0564,Meat Product 270,Meat,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH1953,2025-07-18,2025-07-12,2025-07-29,53,192,0,51,0,2,19.02,470.0,10.09,120,44,4,7.43,7.7,1427.39,2.97,9.0,78.19,FIFO,Expiring Soon,-2,2025-07-10,-5.23,83.69,,141,0,0,0,141,7.41,1,0,0
SKU0565,Pantry Product 404,Pantry,B,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH5254,2025-04-07,2025-03-05,2028-01-15,155,262,56,57,0,0,19.86,485.0,13.19,96,36,3,5.15,5.37,1348.85,2.27,8.0,84.06,FEFO,In Stock,0,2025-08-24,-5.75,61.21,,149,0,0,0,149,7.5,0,0,0
SKU0566,Frozen Product 374,Frozen,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH4812,2025-07-25,2025-06-10,2026-06-26,46,264,144,50,0,0,36.75,1.187,7.18,221,74,4,7.44,6.8,1965.03,4.18,14.0,78.05,FEFO,In Stock,0,2025-08-16,-5.78,81.52,Seasonal SKU,70,0,1,1,70,1.9,0,0,0
SKU0567,Frozen Product 408,Frozen,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH7783,2025-04-05,2025-04-03,2026-01-16,157,97,26,8,0,0,8.58,286.0,11.31,94,34,7,2.71,2.47,263.03,2.65,9.0,80.19,FEFO,In Stock,-1,2025-07-27,-3.0,70.99,,63,0,0,1,63,7.34,0,0,0
SKU0568,Pantry Product 6,Pantry,A,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH6042,2025-07-06,2025-06-17,2026-11-21,65,180,19,14,0,3,13.31,426.0,13.52,64,24,3,11.37,11.0,2046.26,2.22,3.0,80.26,FEFO,In Stock,-2,2025-09-09,9.78,70.36,Promotional item,147,0,0,0,147,11.04,0,0,0
SKU0569,Seafood Product 371,Seafood,A,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH4178,2025-09-02,2025-08-12,2025-09-07,7,221,39,9,1,1,18.63,623.0,11.86,89,33,3,11.92,11.19,2633.68,2.53,6.0,93.09,FEFO,Expiring Soon,1,2025-06-15,9.15,76.09,,173,0,0,0,173,9.29,1,0,0
