SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes
SKU0479,Fresh Product 417,Fresh Produce,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH8370,2025-04-01,2025-02-13,2025-04-05,161,661,81,52,0,1,"36,71",885,"18,01",281,97,5,"$0,33","$0,36","$217,80","1,67","11,00","76,05%",FEFO,Expiring Soon,-2,2025-08-07,"-5,97%","71,61%",
SKU0480,Pantry Product 478,Pantry,C,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH2986,2025-09-04,2025-08-13,2028-12-25,5,60,10,9,1,0,"5,85",154,"10,26",94,36,10,"$11,89","$12,78","$713,50","2,92","4,00","83,95%",FIFO,Low Stock,-2,2025-06-28,"0,05%","70,75%",
SKU0481,Pantry Product 90,Pantry,C,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH9363,2025-06-18,2025-05-18,2030-03-27,83,51,13,38,0,2,"18,61",669,"2,74",114,40,4,"$10,18","$11,20","$519,19","10,95","7,00","93,23%",FEFO,Low Stock,-5,2025-08-30,"1,61%","70,43%",
SKU0482,Meat Product 324,Meat,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH7911,2025-03-30,2025-02-18,2025-04-14,163,16,7,3,0,0,"2,76",71,"5,80",44,16,10,"$11,83","$11,35","$189,34","5,17","2,00","97,32%",FEFO,Low Stock,-1,2025-08-31,"7,89%","71,56%",Promotional item
SKU0483,Meat Product 163,Meat,B,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH5444,2025-04-08,2025-02-11,2025-04-25,154,554,57,108,2,1,"38,27",1.052,"14,48",296,105,5,"$2,43","$2,75","$1.345,44","2,07","13,00","97,30%",FEFO,Expiring Soon,1,2025-07-25,"-0,4%","76,36%",
SKU0484,Pantry Product 231,Pantry,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH3048,2025-07-24,2025-06-08,2026-09-09,47,38,4,7,2,0,"4,16",146,"9,13",12,8,1,"$12,49","$13,99","$474,44","3,28","1,00","77,40%",FIFO,In Stock,-2,2025-06-17,"1,54%","80,68%",
SKU0485,Beverages Product 384,Beverages,A,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH2687,2025-07-29,2025-07-23,2028-10-19,42,538,48,138,0,0,"81,00",2.477,"6,64",125,44,1,"$5,96","$5,72","$3.206,59","4,52","23,00","75,63%",FIFO,In Stock,-1,2025-07-11,"8,17%","78,16%",
SKU0486,Fresh Product 204,Fresh Produce,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH3544,2025-08-14,2025-08-09,2025-08-21,26,179,30,1,2,1,"23,99",520,"7,46",113,41,3,"$1,52","$1,47","$271,42","4,02","13,00","84,52%",FEFO,Expiring Soon,-1,2025-08-01,"2,27%","65,58%",
SKU0487,Beverages Product 227,Beverages,B,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH1468,2025-04-28,2025-04-26,2027-04-12,134,300,26,10,2,0,"21,72",803,"13,81",136,49,4,"$4,34","$4,32","$1.303,38","2,17","3,00","94,15%",FEFO,In Stock,0,2025-07-30,"-7,99%","96,39%",
SKU0488,Frozen Product 446,Frozen,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH3213,2025-04-22,2025-02-21,2026-02-09,140,108,101,7,1,1,"30,87",890,"3,50",142,49,3,"$3,56","$3,73","$384,89","8,58","7,00","86,79%",FIFO,Low Stock,2,2025-06-26,"2,66%","73,16%",
SKU0489,Pantry Product 326,Pantry,C,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH9745,2025-04-28,2025-04-09,2029-11-28,134,146,52,7,1,0,"15,42",378,"9,47",77,31,3,"$3,92","$4,01","$571,75","3,17","5,00","93,41%",FEFO,In Stock,-4,2025-07-10,"-6,56%","96,97%",
SKU0490,Household Product 227,Household,B,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH3551,2025-05-27,2025-05-08,2027-11-10,105,61,10,11,4,1,"5,51",148,"11,07",13,7,1,"$15,81","$16,44","$964,50","2,71","4,00","94,71%",FIFO,In Stock,2,2025-09-09,"-6,25%","89,68%",
SKU0491,Beverages Product 70,Beverages,C,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH1136,2025-05-12,2025-03-29,2029-05-11,120,83,42,12,2,2,"10,13",241,"8,19",37,17,2,"$1,39","$1,40","$115,49","3,66","4,00","70,03%",FEFO,In Stock,2,2025-07-10,"-7,12%","70,08%",
SKU0492,Beverages Product 409,Beverages,B,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH9981,2025-07-12,2025-06-19,2026-07-26,59,256,82,14,7,1,"29,84",1.150,"8,58",51,21,1,"$4,88","$4,42","$1.249,64","3,50","13,00","71,48%",FIFO,In Stock,-2,2025-07-19,"0,48%","94,64%",
SKU0493,Bakery Product 128,Bakery,C,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH5308,2025-06-05,2025-05-31,2025-06-08,96,357,24,20,2,2,"26,81",682,"13,32",48,21,1,"$2,21","$1,99","$787,33","2,25","8,00","71,10%",FEFO,Expiring Soon,2,2025-06-21,"8,74%","60,34%",
SKU0494,Beverages Product 466,Beverages,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH9715,2025-06-29,2025-05-09,2030-02-16,72,1,101,1,1,0,"74,43",2.608,"14,11",343,120,3,"$0,41","$0,39","$425,78","2,13","23,00","95,41%",FEFO,In Stock,-6,2025-07-19,"6,16%","72,54%",
SKU0495,Fresh Product 70,Fresh Produce,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH8418,2025-03-30,2025-03-13,2025-04-09,163,821,165,245,2,3,"75,59",2.037,"10,86",800,271,7,"$0,79","$0,86","$650,72","2,76","27,00","73,08%",FEFO,Expiring Soon,-1,2025-08-16,"5,18%","63,43%",
SKU0496,Dairy Product 497,Dairy,B,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH5622,2025-07-24,2025-07-07,2025-08-03,47,502,98,92,3,4,"45,06",1.050,"11,14",479,164,7,"$2,76","$2,63","$1.385,52","2,69","9,00","90,95%",FIFO,Expiring Soon,0,2025-07-15,"-2,36%","84,68%",
SKU0497,Meat Product 78,Meat,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH7885,2025-07-16,2025-06-27,2025-07-31,55,249,47,97,0,1,"23,66",648,"10,52",112,41,3,"$1,71","$1,79","$425,84","2,85","12,00","96,42%",FEFO,Expiring Soon,4,2025-07-24,"2,6%","94,43%",
SKU0498,Household Product 170,Household,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH7429,2025-08-26,2025-08-22,2028-02-22,14,45,11,0,0,0,"3,65",89,"12,33",45,19,7,"$16,15","$16,75","$726,85","2,43","3,00","76,13%",FEFO,Low Stock,-1,2025-08-17,"2,19%","67,92%",
SKU0499,Household Product 419,Household,A,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH7304,2025-08-09,2025-06-21,2027-12-31,31,215,41,54,2,0,"17,55",656,"12,25",32,14,1,"$13,15","$13,79","$2.827,38","2,45","3,00","86,90%",FEFO,In Stock,0,2025-08-09,"6,02%","95,46%",
SKU0500,Fresh Product 236,Fresh Produce,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH8746,2025-03-23,2025-02-27,2025-03-29,170,498,34,51,1,1,"34,77",1.314,"14,32",214,75,4,"$0,35","$0,34","$175,45","2,09","15,00","82,38%",FEFO,Expiring Soon,-2,2025-07-30,"3,65%","87,26%",
SKU0501,Beverages Product 382,Beverages,C,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH8884,2025-08-09,2025-06-30,2028-01-09,31,71,61,10,1,0,"27,12",812,"2,62",127,46,3,"$3,98","$3,98","$282,82","11,46","13,00","82,20%",FEFO,Low Stock,5,2025-08-15,"-2,75%","82,80%",
SKU0502,Fresh Product 342,Fresh Produce,C,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH8113,2025-07-11,2025-06-21,2025-07-24,60,210,52,53,0,0,"24,23",663,"8,67",113,40,3,"$1,32","$1,37","$276,34","3,46","8,00","73,78%",FIFO,Expiring Soon,-2,2025-08-19,"9,01%","65,44%",
SKU0503,Pantry Product 203,Pantry,B,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH8786,2025-08-30,2025-07-17,2029-12-02,10,227,46,63,3,1,"24,52",930,"9,26",77,28,2,"$3,60","$3,84","$817,70","3,24","5,00","77,15%",FIFO,In Stock,-1,2025-07-24,"-7,68%","88,96%",
SKU0504,Meat Product 256,Meat,B,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH1979,2025-06-15,2025-05-24,2025-06-21,86,151,21,6,0,0,"10,78",344,"14,01",56,24,3,"$8,63","$8,90","$1.302,69","2,14","6,00","81,62%",FIFO,Expiring Soon,4,2025-06-12,"9,62%","65,52%",
SKU0505,Fresh Product 250,Fresh Produce,C,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH6690,2025-04-20,2025-02-28,2025-05-03,142,75,17,9,1,1,"8,34",288,"8,99",44,19,3,"$1,64","$1,78","$123,37","3,34","3,00","75,49%",FEFO,Expiring Soon,1,2025-08-16,"-3,57%","61,16%",Fragile
SKU0506,Seafood Product 69,Seafood,A,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH5828,2025-05-08,2025-04-04,2025-05-18,124,190,83,67,4,0,"29,33",845,"6,48",50,21,1,"$14,15","$14,44","$2.688,31","4,63","6,00","98,29%",FEFO,Expiring Soon,-3,2025-08-16,"1,95%","67,69%",
SKU0507,Pantry Product 166,Pantry,A,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH3627,2025-04-09,2025-04-05,2029-05-18,153,390,81,73,1,1,"27,59",705,"14,14",129,46,3,"$7,69","$8,28","$2.997,27","2,12","11,00","92,91%",FIFO,In Stock,-1,2025-07-14,"3,43%","60,71%",
SKU0508,Meat Product 188,Meat,C,S008,PT Hygienic Supplies,WHJKT,Jakarta - Cengkareng,BATCH7210,2025-03-30,2025-02-12,2025-04-20,163,101,17,25,0,0,"15,54",593,"6,50",52,21,2,"$4,87","$4,63","$492,17","4,62","6,00","76,75%",FIFO,Expiring Soon,1,2025-09-07,"-1,41%","64,89%",
SKU0509,Bakery Product 318,Bakery,C,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH9830,2025-08-24,2025-07-03,2025-08-31,16,278,8,43,3,0,"27,35",832,"10,16",416,142,10,"$0,93","$1,01","$257,34","2,95","10,00","78,47%",FEFO,Low Stock,1,2025-08-16,"-9,23%","80,90%",
SKU0510,Frozen Product 283,Frozen,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH7714,2025-06-29,2025-05-19,2026-03-18,72,832,98,17,0,2,"38,65",1.068,"21,53",66,27,1,"$1,73","$1,78","$1.441,44","1,39","15,00","78,29%",FEFO,In Stock,-7,2025-08-26,"-8,28%","62,50%",Seasonal SKU
SKU0511,Fresh Product 481,Fresh Produce,B,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH2753,2025-09-01,2025-08-01,2025-09-07,8,485,3,22,0,0,"27,81",994,"17,44",129,46,3,"$2,30","$2,37","$1.116,71","1,72","8,00","73,77%",FIFO,Expiring Soon,0,2025-08-28,"3,89%","63,04%",Fragile
SKU0512,Pantry Product 270,Pantry,B,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH7002,2025-07-06,2025-06-22,2026-10-14,65,245,38,41,1,1,"15,92",589,"15,39",79,31,3,"$4,89","$4,91","$1.198,64","1,95","3,00","87,97%",FIFO,In Stock,4,2025-09-08,"6,84%","92,64%",
SKU0513,Dairy Product 252,Dairy,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH6913,2025-03-30,2025-02-23,2025-04-07,163,142,127,15,2,3,"43,86",1.686,"3,24",204,72,3,"$1,68","$1,61","$238,52","9,27","17,00","84,18%",FEFO,Low Stock,-1,2025-07-24,"-4,88%","62,13%",
SKU0514,Fresh Product 316,Fresh Produce,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH2153,2025-08-30,2025-07-08,2025-09-13,10,242,45,23,0,1,"23,21",835,"10,43",357,125,10,"$0,31","$0,29","$74,17","2,88","10,00","81,49%",FEFO,Low Stock,3,2025-08-31,"-9,35%","85,12%",
SKU0515,Personal Product 50,Personal Care,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH4104,2025-04-26,2025-04-14,2028-06-23,136,70,4,11,2,1,"4,81",170,"14,55",37,18,4,"$10,47","$11,79","$732,58","2,06","2,00","87,59%",FIFO,In Stock,-2,2025-06-29,"-7,39%","62,67%",
SKU0516,Dairy Product 384,Dairy,B,S009,PT Beverage Nusantara,WHMDN,Medan - Deli Serdang,BATCH6864,2025-08-13,2025-07-01,2025-09-09,27,481,167,78,2,0,"46,04",1.527,"10,45",691,231,10,"$3,47","$3,64","$1.671,09","2,87","16,00","98,33%",FEFO,Low Stock,2,2025-06-12,"-3,7%","73,57%",
SKU0517,Personal Product 86,Personal Care,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH6529,2025-05-30,2025-04-18,2029-03-28,102,239,56,29,0,0,"22,00",475,"10,86",464,156,14,"$6,57","$5,99","$1.569,18","2,76","6,00","82,33%",FIFO,Low Stock,2,2025-07-03,"3,32%","92,01%",
SKU0518,Frozen Product 181,Frozen,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH7755,2025-06-18,2025-05-01,2026-03-20,83,85,4,4,0,1,"6,52",173,"13,04",141,50,14,"$1,60","$1,54","$135,95","2,30","3,00","92,11%",FEFO,Low Stock,0,2025-07-30,"-7,55%","78,63%",
SKU0519,Pantry Product 110,Pantry,A,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH8412,2025-07-06,2025-06-08,2028-07-12,65,288,25,17,0,2,"26,11",799,"11,03",80,28,2,"$8,23","$8,88","$2.369,78","2,72","8,00","94,17%",FEFO,In Stock,-4,2025-09-09,"5,1%","70,17%",
SKU0520,Personal Product 306,Personal Care,A,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH1107,2025-08-06,2025-07-18,2028-04-15,34,141,4,6,2,1,"8,91",305,"15,82",136,47,10,"$24,90","$23,07","$3.511,58","1,90","5,00","71,76%",FIFO,In Stock,4,2025-08-13,"5,38%","77,88%",
SKU0521,Fresh Product 421,Fresh Produce,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH3534,2025-05-02,2025-04-26,2025-05-13,130,98,16,33,4,2,"10,40",383,"9,42",17,7,1,"$2,48","$2,64","$243,46","3,18","5,00","80,95%",FIFO,Expiring Soon,-3,2025-07-13,"2,83%","95,27%",
SKU0522,Dairy Product 188,Dairy,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH5920,2025-07-12,2025-07-07,2025-07-27,59,52,10,1,1,2,"4,04",103,"12,87",48,20,7,"$2,83","$3,16","$147,13","2,33","3,00","73,43%",FEFO,Expiring Soon,-6,2025-06-29,"4,85%","85,10%",
SKU0523,Beverages Product 371,Beverages,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH2562,2025-07-27,2025-06-19,2029-04-21,44,60,24,21,1,0,"10,26",224,"5,85",33,12,2,"$1,79","$1,72","$107,69","5,13","4,00","84,71%",FEFO,In Stock,1,2025-09-05,"2,43%","96,45%",
SKU0524,Pantry Product 41,Pantry,C,S001,PT Segar Makmur,WHSBY,Surabaya - Sidoarjo,BATCH7824,2025-06-12,2025-04-14,2028-11-17,89,92,68,4,1,0,"17,83",479,"5,16",84,31,3,"$5,45","$5,41","$500,95","5,81","10,00","80,37%",FIFO,In Stock,1,2025-08-11,"-4,4%","67,58%",
SKU0525,Household Product 476,Household,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH9591,2025-08-27,2025-08-25,2028-05-12,13,143,8,29,3,1,"12,83",478,"11,15",41,15,2,"$1,73","$1,65","$246,83","2,69","3,00","81,32%",FEFO,In Stock,2,2025-07-02,"-2,21%","94,79%",
SKU0526,Seafood Product 358,Seafood,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH8300,2025-08-28,2025-07-11,2025-09-06,12,186,45,21,0,2,"21,60",493,"8,61",102,37,3,"$3,84","$3,87","$714,26","3,48","5,00","88,78%",FIFO,Expiring Soon,2,2025-08-12,"8,64%","78,76%",
SKU0527,Household Product 76,Household,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH1807,2025-08-19,2025-07-15,2029-04-19,21,93,16,6,1,0,"6,67",161,"13,94",36,16,3,"$8,18","$8,31","$760,81","2,15","3,00","80,36%",FEFO,In Stock,0,2025-08-07,"-4,41%","76,18%",Temperature controlled
SKU0528,Bakery Product 358,Bakery,B,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH4245,2025-05-09,2025-04-08,2025-05-15,123,1,145,110,0,2,"60,10",1.628,"16,94",99,39,1,"$1,76","$1,76","$1.795,55","1,77","22,00","79,55%",FEFO,Expiring Soon,0,2025-06-18,"-9,32%","69,53%",
SKU0529,Pantry Product 377,Pantry,A,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH5362,2025-07-09,2025-05-21,2026-12-02,62,435,58,59,1,0,"26,56",984,"16,38",87,34,2,"$9,66","$8,80","$4.200,80","1,83","6,00","96,69%",FEFO,In Stock,3,2025-07-30,"-5,11%","84,08%",
SKU0530,Pantry Product 58,Pantry,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH4120,2025-06-08,2025-05-19,2028-05-21,93,61,19,17,0,1,"7,49",173,"8,14",28,13,2,"$7,28","$6,95","$444,32","3,68","1,00","98,15%",FEFO,In Stock,-1,2025-06-25,"-1,34%","60,88%",
SKU0531,Beverages Product 87,Beverages,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH3389,2025-05-19,2025-04-21,2029-11-15,113,0,0,0,2,2,"71,43",1.691,"0,00",326,112,3,"$1,31","$1,39","$0,00","2.142,90","16,00","77,73%",FIFO,Out of Stock,4,2025-08-11,"5,44%","89,11%",
SKU0532,Bakery Product 388,Bakery,B,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH3419,2025-08-27,2025-07-03,2025-08-30,13,658,8,18,0,2,"64,89",1.498,"10,14",398,138,4,"$2,91","$2,99","$1.915,44","2,96","28,00","91,37%",FEFO,Expiring Soon,0,2025-09-08,"4,38%","76,64%",
SKU0533,Household Product 157,Household,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH4424,2025-09-04,2025-07-19,2028-07-14,5,325,18,25,2,0,"19,32",552,"16,82",91,33,3,"$4,11","$4,48","$1.336,63","1,78","11,00","75,88%",FIFO,In Stock,0,2025-08-14,"-2,56%","97,29%",
SKU0534,Beverages Product 281,Beverages,A,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH1301,2025-08-04,2025-07-11,2030-06-27,36,1,219,102,2,1,"76,04",2.023,"16,40",118,42,1,"$3,52","$3,55","$4.387,44","1,83","25,00","73,74%",FIFO,In Stock,-5,2025-08-08,"9,62%","97,64%",
SKU0535,Meat Product 405,Meat,B,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH1136,2025-08-27,2025-08-23,2025-09-15,13,171,22,17,2,0,"12,23",443,"13,98",133,47,7,"$9,20","$10,23","$1.572,65","2,15","5,00","90,15%",FEFO,Expiring Soon,1,2025-06-17,"2,59%","71,28%",
SKU0536,Household Product 338,Household,B,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH7332,2025-09-05,2025-08-22,2028-04-26,4,72,13,8,1,0,"12,30",260,"5,85",61,24,3,"$11,82","$13,09","$851,05","5,12","7,00","97,45%",FEFO,In Stock,2,2025-07-06,"-2,7%","78,06%",
SKU0537,Fresh Product 162,Fresh Produce,B,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH4054,2025-04-26,2025-04-14,2025-04-30,136,742,11,76,0,2,"63,94",2.294,"11,60",296,104,3,"$2,26","$2,43","$1.675,36","2,59","19,00","82,71%",FEFO,Expiring Soon,-4,2025-06-30,"-1,65%","70,16%",
SKU0538,Fresh Product 127,Fresh Produce,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH7445,2025-06-16,2025-04-30,2025-06-26,85,300,14,12,0,1,"32,32",831,"9,28",203,74,4,"$1,73","$1,72","$517,77","3,23","16,00","94,48%",FIFO,Expiring Soon,0,2025-09-07,"-4,41%","84,51%",
SKU0539,Seafood Product 321,Seafood,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH2015,2025-05-04,2025-03-25,2025-05-11,128,98,55,41,4,2,"24,86",596,"3,94",262,88,7,"$4,01","$4,21","$392,73","7,61","11,00","81,76%",FEFO,Low Stock,0,2025-07-22,"-2,22%","75,30%",
SKU0540,Household Product 16,Household,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH6599,2025-07-14,2025-05-18,2027-05-20,57,255,33,6,0,0,"19,99",635,"12,76",126,46,4,"$5,78","$5,43","$1.473,72","2,35","9,00","76,38%",FEFO,In Stock,3,2025-06-17,"-3,21%","92,48%",Fragile
SKU0541,Pantry Product 348,Pantry,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH3502,2025-05-26,2025-04-29,2027-09-30,106,144,40,29,1,0,"17,54",480,"8,21",136,48,5,"$1,32","$1,23","$190,28","3,65","6,00","83,64%",FEFO,In Stock,3,2025-06-24,"5,66%","84,52%",
SKU0542,Pantry Product 106,Pantry,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH4314,2025-04-24,2025-02-28,2030-02-22,138,202,57,43,0,2,"18,77",501,"10,76",91,35,3,"$4,73","$4,88","$956,17","2,79","4,00","73,27%",FIFO,In Stock,1,2025-08-01,"-5,55%","72,75%",
SKU0543,Personal Product 466,Personal Care,B,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH3589,2025-08-03,2025-07-14,2030-04-07,37,158,29,24,1,0,"15,25",572,"10,36",117,41,5,"$8,79","$8,54","$1.388,76","2,90","7,00","82,22%",FIFO,In Stock,4,2025-06-30,"5,63%","85,83%",
SKU0544,Beverages Product 95,Beverages,C,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH7783,2025-09-02,2025-08-07,2028-06-15,7,693,315,95,1,0,"78,88",2.022,"8,79",241,83,2,"$0,55","$0,60","$379,42","3,41","20,00","71,62%",FEFO,In Stock,2,2025-07-15,"-4,68%","95,06%",
SKU0545,Household Product 327,Household,A,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH3155,2025-07-23,2025-07-12,2027-02-26,48,219,38,30,0,1,"17,93",505,"12,21",198,72,7,"$14,21","$14,08","$3.112,98","2,46","7,00","78,17%",FIFO,In Stock,0,2025-06-23,"-5,65%","86,58%",
SKU0546,Pantry Product 314,Pantry,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH1427,2025-07-12,2025-06-20,2027-10-27,59,49,36,13,2,0,"14,05",519,"3,49",148,50,7,"$7,12","$6,63","$348,97","8,60","6,00","84,78%",FIFO,Low Stock,2,2025-06-13,"6,45%","60,92%",
SKU0547,Dairy Product 434,Dairy,B,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH4014,2025-03-27,2025-02-01,2025-04-14,166,346,88,61,2,1,"46,44",1.770,"7,45",493,168,7,"$3,84","$4,32","$1.329,92","4,03","15,00","75,08%",FEFO,Low Stock,-3,2025-07-09,"8,28%","62,93%",
SKU0548,Dairy Product 116,Dairy,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH7767,2025-09-06,2025-08-23,2025-09-21,3,262,64,47,0,0,"35,99",969,"7,28",275,95,5,"$1,17","$1,33","$306,72","4,12","11,00","92,78%",FIFO,Low Stock,0,2025-08-14,"-0,72%","84,83%",Fragile
SKU0549,Household Product 251,Household,B,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH7633,2025-07-08,2025-05-20,2028-11-29,63,49,0,3,0,0,"5,96",146,"8,22",29,11,3,"$18,60","$18,51","$911,21","3,65","3,00","77,93%",FIFO,In Stock,0,2025-06-24,"1,89%","60,60%",
SKU0550,Bakery Product 161,Bakery,C,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH9784,2025-04-16,2025-03-14,2025-04-22,146,195,25,24,2,0,"12,02",414,"16,22",130,46,7,"$2,78","$2,90","$542,53","1,85","3,00","79,05%",FIFO,Expiring Soon,-1,2025-07-05,"1,39%","64,83%",Fragile
SKU0551,Household Product 22,Household,B,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH1643,2025-04-25,2025-03-21,2028-07-13,137,128,33,27,3,0,"9,54",300,"13,42",32,13,2,"$9,77","$10,23","$1.250,16","2,24","3,00","97,86%",FEFO,In Stock,2,2025-07-05,"-3,79%","95,56%",
SKU0552,Personal Product 98,Personal Care,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH5684,2025-05-31,2025-05-02,2028-02-13,101,30,6,2,0,0,"2,79",70,"10,75",23,9,5,"$13,08","$11,94","$392,31","2,79","1,00","73,76%",FIFO,In Stock,6,2025-07-17,"-9,8%","97,50%",
SKU0553,Personal Product 354,Personal Care,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH8400,2025-05-14,2025-05-09,2029-12-27,118,113,65,48,2,2,"21,59",542,"5,23",171,63,5,"$13,78","$12,72","$1.556,62","5,73","12,00","89,68%",FIFO,Low Stock,1,2025-08-17,"4,64%","76,08%",
SKU0554,Personal Product 357,Personal Care,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH6299,2025-06-01,2025-05-04,2028-09-24,100,75,31,37,0,0,"14,87",450,"5,04",319,111,14,"$22,43","$25,46","$1.682,07","5,95","9,00","80,02%",FIFO,Low Stock,3,2025-08-18,"-6,12%","81,65%",
SKU0555,Personal Product 459,Personal Care,B,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH6309,2025-08-17,2025-07-04,2028-01-11,23,48,7,10,2,1,"4,95",127,"9,70",82,32,10,"$23,42","$25,41","$1.124,07","3,09","3,00","85,54%",FIFO,Low Stock,2,2025-08-25,"7,41%","63,71%",Fragile
